t,L,S,E,I_S,I_A,H,R,D,V,J,u_L,u_V,lockdownFlux,Doses
299.847,0.000186774,0.535343,0.00946612,7.26E-04,0.00882498,2.68E-04,0.286277,0.00268395,0.156249,0.0200924,9.18E-08,0.001216,7.47E-01,5.69E+02
300.03,0.000186741,0.535324,0.00949556,7.28E-04,0.00885282,2.69E-04,0.286293,0.0026848,0.156191,0.0200988,9.20E-08,0.0012111,7.47E-01,5.68E+02
300.212,0.000186707,0.535305,0.00952508,7.31E-04,0.00888075,2.70E-04,0.286309,0.00268566,0.156133,0.0201052,9.22E-08,0.0012062,7.47E-01,5.68E+02
300.395,0.000186674,0.535286,0.00955466,7.33E-04,0.00890874,2.71E-04,0.286326,0.00268651,0.156074,0.0201116,9.25E-08,0.00120129,7.47E-01,5.68E+02
300.577,0.000186641,0.535266,0.00958431,7.35E-04,0.00893681,2.71E-04,0.286343,0.00268737,0.156014,0.020118,9.27E-08,0.00119637,7.47E-01,5.67E+02
300.76,0.000186607,0.535245,0.00961403,7.37E-04,0.00896496,2.72E-04,0.286362,0.00268824,0.155954,0.0201245,9.29E-08,0.00119145,7.46E-01,5.67E+02
300.942,0.000186574,0.535224,0.00964381,7.40E-04,0.00899318,2.73E-04,0.286382,0.0026891,0.155893,0.0201309,9.32E-08,0.00118652,7.46E-01,5.67E+02
301.125,0.00018654,0.535203,0.00967367,7.42E-04,0.00902147,2.74E-04,0.286403,0.00268997,0.155832,0.0201374,9.34E-08,0.00118158,7.46E-01,5.66E+02
301.307,0.000186507,0.535181,0.00970359,7.44E-04,0.00904984,2.75E-04,0.286425,0.00269084,0.15577,0.0201439,9.37E-08,0.00117664,7.46E-01,5.66E+02
301.49,0.000186473,0.535158,0.00973358,7.47E-04,0.00907828,2.76E-04,0.286447,0.00269172,0.155707,0.0201505,9.39E-08,0.0011717,7.46E-01,5.65E+02
301.672,0.00018644,0.535135,0.00976364,7.49E-04,0.00910679,2.77E-04,0.286471,0.0026926,0.155643,0.020157,9.42E-08,0.00116675,7.46E-01,5.65E+02
301.855,0.000186406,0.535112,0.00979377,7.51E-04,0.00913538,2.77E-04,0.286496,0.00269348,0.155579,0.0201636,9.44E-08,0.00116179,7.46E-01,5.65E+02
302.037,0.000186372,0.535088,0.00982396,7.54E-04,0.00916403,2.78E-04,0.286522,0.00269436,0.155515,0.0201702,9.47E-08,0.00115683,7.45E-01,5.64E+02
302.22,0.000186339,0.535064,0.00985422,7.56E-04,0.00919277,2.79E-04,0.286548,0.00269524,0.155449,0.0201768,9.49E-08,0.00115187,7.45E-01,5.64E+02
302.402,0.000186305,0.535039,0.00988454,7.58E-04,0.00922157,2.80E-04,0.286576,0.00269613,0.155383,0.0201834,9.52E-08,0.0011469,7.45E-01,5.64E+02
302.585,0.000186271,0.535014,0.00991493,7.61E-04,0.00925045,2.81E-04,0.286604,0.00269702,0.155317,0.02019,9.55E-08,0.00114192,7.45E-01,5.63E+02
302.767,0.000186237,0.534988,0.00994539,7.63E-04,0.0092794,2.82E-04,0.286634,0.00269792,0.15525,0.0201967,9.57E-08,0.00113694,7.45E-01,5.63E+02
302.95,0.000186203,0.534962,0.00997591,7.66E-04,0.00930842,2.83E-04,0.286664,0.00269881,0.155182,0.0202034,9.60E-08,0.00113196,7.45E-01,5.62E+02
303.132,0.000186169,0.534935,0.0100065,7.68E-04,0.00933752,2.84E-04,0.286696,0.00269971,0.155113,0.0202101,9.62E-08,0.00112697,7.45E-01,5.62E+02
303.315,0.000186135,0.534908,0.0100372,7.70E-04,0.00936669,2.85E-04,0.286728,0.00270062,0.155044,0.0202168,9.65E-08,0.00112197,7.45E-01,5.62E+02
303.497,0.000186101,0.53488,0.0100679,7.73E-04,0.00939592,2.85E-04,0.286762,0.00270152,0.154974,0.0202236,9.68E-08,0.00111697,7.44E-01,5.61E+02
303.68,0.000186067,0.534852,0.0100987,7.75E-04,0.00942523,2.86E-04,0.286796,0.00270243,0.154904,0.0202303,9.70E-08,0.00111197,7.44E-01,5.61E+02
303.862,0.000186033,0.534823,0.0101295,7.77E-04,0.00945462,2.87E-04,0.286832,0.00270334,0.154833,0.0202371,9.73E-08,0.00110696,7.44E-01,5.61E+02
304.045,0.000185998,0.534794,0.0101604,7.80E-04,0.00948407,2.88E-04,0.286868,0.00270425,0.154761,0.0202439,9.76E-08,0.00110195,7.44E-01,5.60E+02
304.227,0.000185964,0.534764,0.0101914,7.82E-04,0.0095136,2.89E-04,0.286905,0.00270517,0.154689,0.0202507,9.79E-08,0.00109694,7.44E-01,5.60E+02
304.41,0.00018593,0.534734,0.0102224,7.85E-04,0.00954319,2.90E-04,0.286944,0.00270609,0.154616,0.0202576,9.81E-08,0.00109192,7.44E-01,5.59E+02
304.592,0.000185895,0.534703,0.0102535,7.87E-04,0.00957286,2.91E-04,0.286983,0.00270701,0.154542,0.0202645,9.84E-08,0.00108689,7.44E-01,5.59E+02
304.775,0.000185861,0.534672,0.0102847,7.90E-04,0.0096026,2.92E-04,0.287023,0.00270794,0.154468,0.0202714,9.87E-08,0.00108187,7.43E-01,5.59E+02
304.957,0.000185826,0.53464,0.0103159,7.92E-04,0.00963241,2.93E-04,0.287065,0.00270886,0.154393,0.0202783,9.90E-08,0.00107683,7.43E-01,5.58E+02
305.14,0.000185792,0.534608,0.0103472,7.94E-04,0.00966228,2.94E-04,0.287107,0.00270979,0.154317,0.0202852,9.93E-08,0.0010718,7.43E-01,5.58E+02
305.322,0.000185757,0.534575,0.0103785,7.97E-04,0.00969223,2.94E-04,0.287151,0.00271073,0.154241,0.0202922,9.96E-08,0.00106676,7.43E-01,5.58E+02
305.505,0.000185722,0.534542,0.01041,7.99E-04,0.00972225,2.95E-04,0.287195,0.00271166,0.154164,0.0202991,9.99E-08,0.00106172,7.43E-01,5.57E+02
305.687,0.000185688,0.534509,0.0104414,8.02E-04,0.00975234,2.96E-04,0.28724,0.0027126,0.154087,0.0203061,1.00E-07,0.00105667,7.43E-01,5.57E+02
305.87,0.000185653,0.534474,0.010473,8.04E-04,0.0097825,2.97E-04,0.287287,0.00271355,0.154009,0.0203131,1.00E-07,0.00105162,7.43E-01,5.56E+02
306.052,0.000185618,0.53444,0.0105046,8.07E-04,0.00981272,2.98E-04,0.287334,0.00271449,0.15393,0.0203202,1.01E-07,0.00104657,7.42E-01,5.56E+02
306.235,0.000185583,0.534404,0.0105362,8.09E-04,0.00984302,2.99E-04,0.287382,0.00271544,0.15385,0.0203272,1.01E-07,0.00104151,7.42E-01,5.56E+02
306.417,0.000185548,0.534369,0.0105679,8.12E-04,0.00987338,3.00E-04,0.287432,0.00271639,0.15377,0.0203343,1.01E-07,0.00103646,7.42E-01,5.55E+02
306.6,0.000185513,0.534333,0.0105997,8.14E-04,0.00990382,3.01E-04,0.287482,0.00271734,0.15369,0.0203414,1.02E-07,0.00103139,7.42E-01,5.55E+02
306.782,0.000185478,0.534296,0.0106315,8.17E-04,0.00993432,3.02E-04,0.287533,0.0027183,0.153608,0.0203485,1.02E-07,0.00102633,7.42E-01,5.55E+02
306.965,0.000185443,0.534259,0.0106634,8.19E-04,0.00996489,3.03E-04,0.287586,0.00271926,0.153526,0.0203557,1.02E-07,0.00102126,7.42E-01,5.54E+02
307.147,0.000185408,0.534221,0.0106954,8.22E-04,0.00999553,3.04E-04,0.287639,0.00272022,0.153444,0.0203628,1.03E-07,0.00101619,7.42E-01,5.54E+02
307.33,0.000185373,0.534183,0.0107274,8.24E-04,0.0100262,3.05E-04,0.287693,0.00272119,0.153361,0.02037,1.03E-07,0.00101112,7.41E-01,5.53E+02
307.512,0.000185337,0.534144,0.0107594,8.27E-04,0.010057,3.06E-04,0.287749,0.00272216,0.153277,0.0203772,1.03E-07,0.00100604,7.41E-01,5.53E+02
307.695,0.000185302,0.534105,0.0107916,8.29E-04,0.0100878,3.06E-04,0.287805,0.00272313,0.153192,0.0203845,1.03E-07,0.00100097,7.41E-01,5.53E+02
307.877,0.000185267,0.534065,0.0108237,8.32E-04,0.0101188,3.07E-04,0.287863,0.00272411,0.153107,0.0203917,1.04E-07,0.000995888,7.41E-01,5.52E+02
308.06,0.000185231,0.534025,0.010856,8.34E-04,0.0101497,3.08E-04,0.287921,0.00272508,0.153021,0.020399,1.04E-07,0.000990807,7.41E-01,5.52E+02
308.242,0.000185196,0.533984,0.0108883,8.37E-04,0.0101808,3.09E-04,0.287981,0.00272606,0.152935,0.0204063,1.04E-07,0.000985723,7.41E-01,5.52E+02
308.425,0.00018516,0.533943,0.0109206,8.39E-04,0.0102119,3.10E-04,0.288041,0.00272705,0.152848,0.0204136,1.05E-07,0.000980638,7.41E-01,5.51E+02
308.607,0.000185124,0.533901,0.010953,8.42E-04,0.010243,3.11E-04,0.288103,0.00272803,0.15276,0.0204209,1.05E-07,0.000975551,7.40E-01,5.51E+02
308.79,0.000185089,0.533858,0.0109855,8.44E-04,0.0102743,3.12E-04,0.288165,0.00272902,0.152672,0.0204283,1.05E-07,0.000970463,7.40E-01,5.50E+02
308.972,0.000185053,0.533815,0.011018,8.47E-04,0.0103056,3.13E-04,0.288229,0.00273002,0.152583,0.0204357,1.06E-07,0.000965372,7.40E-01,5.50E+02
309.155,0.000185017,0.533772,0.0110505,8.49E-04,0.010337,3.14E-04,0.288293,0.00273101,0.152493,0.0204431,1.06E-07,0.000960281,7.40E-01,5.50E+02
309.337,0.000184981,0.533728,0.0110831,8.52E-04,0.0103684,3.15E-04,0.288359,0.00273201,0.152403,0.0204505,1.06E-07,0.000955188,7.40E-01,5.49E+02
309.52,0.000184946,0.533684,0.0111158,8.55E-04,0.0103999,3.16E-04,0.288426,0.00273301,0.152312,0.0204579,1.07E-07,0.000950094,7.40E-01,5.49E+02
309.702,0.00018491,0.533639,0.0111485,8.57E-04,0.0104314,3.17E-04,0.288493,0.00273402,0.152221,0.0204654,1.07E-07,0.000945,7.40E-01,5.49E+02
309.885,0.000184874,0.533593,0.0111813,8.60E-04,0.0104631,3.18E-04,0.288562,0.00273503,0.152129,0.0204729,1.07E-07,0.000939904,7.39E-01,5.48E+02
310.067,0.000184838,0.533547,0.0112141,8.62E-04,0.0104948,3.19E-04,0.288632,0.00273604,0.152036,0.0204804,1.08E-07,0.000934807,7.39E-01,5.48E+02
310.25,0.000184801,0.533501,0.011247,8.65E-04,0.0105265,3.20E-04,0.288702,0.00273705,0.151943,0.0204879,1.08E-07,0.00092971,7.39E-01,5.47E+02
310.432,0.000184765,0.533454,0.0112799,8.67E-04,0.0105583,3.21E-04,0.288774,0.00273807,0.151849,0.0204955,1.08E-07,0.000924613,7.39E-01,5.47E+02
310.615,0.000184729,0.533406,0.0113129,8.70E-04,0.0105902,3.22E-04,0.288847,0.00273909,0.151754,0.0205031,1.09E-07,0.000919515,7.39E-01,5.47E+02
310.797,0.000184693,0.533358,0.0113459,8.73E-04,0.0106221,3.23E-04,0.288921,0.00274011,0.151659,0.0205107,1.09E-07,0.000914417,7.39E-01,5.46E+02
310.98,0.000184656,0.533309,0.011379,8.75E-04,0.0106541,3.24E-04,0.288996,0.00274114,0.151563,0.0205183,1.09E-07,0.000909319,7.39E-01,5.46E+02
311.162,0.00018462,0.53326,0.0114121,8.78E-04,0.0106862,3.25E-04,0.289072,0.00274217,0.151467,0.0205259,1.10E-07,0.000904222,7.38E-01,5.46E+02
311.345,0.000184583,0.53321,0.0114453,8.80E-04,0.0107183,3.26E-04,0.289149,0.0027432,0.15137,0.0205336,1.10E-07,0.000899124,7.38E-01,5.45E+02
311.527,0.000184547,0.53316,0.0114785,8.83E-04,0.0107505,3.27E-04,0.289227,0.00274424,0.151272,0.0205413,1.10E-07,0.000894027,7.38E-01,5.45E+02
311.71,0.00018451,0.533109,0.0115118,8.86E-04,0.0107827,3.28E-04,0.289306,0.00274527,0.151174,0.020549,1.11E-07,0.00088893,7.38E-01,5.44E+02
311.892,0.000184474,0.533058,0.0115451,8.88E-04,0.010815,3.29E-04,0.289386,0.00274632,0.151075,0.0205567,1.11E-07,0.000883835,7.38E-01,5.44E+02
312.075,0.000184437,0.533006,0.0115785,8.91E-04,0.0108474,3.30E-04,0.289467,0.00274736,0.150975,0.0205645,1.12E-07,0.00087874,7.38E-01,5.44E+02
312.257,0.0001844,0.532954,0.0116119,8.94E-04,0.0108798,3.31E-04,0.289549,0.00274841,0.150875,0.0205723,1.12E-07,0.000873646,7.38E-01,5.43E+02
312.44,0.000184363,0.532901,0.0116454,8.96E-04,0.0109123,3.31E-04,0.289632,0.00274946,0.150774,0.0205801,1.12E-07,0.000868553,7.37E-01,5.43E+02
312.622,0.000184326,0.532847,0.0116789,8.99E-04,0.0109449,3.32E-04,0.289716,0.00275051,0.150673,0.0205879,1.13E-07,0.000863462,7.37E-01,5.43E+02
312.805,0.00018429,0.532793,0.0117124,9.01E-04,0.0109774,3.33E-04,0.289802,0.00275157,0.150571,0.0205958,1.13E-07,0.000858372,7.37E-01,5.42E+02
312.987,0.000184253,0.532739,0.011746,9.04E-04,0.0110101,3.34E-04,0.289888,0.00275263,0.150468,0.0206036,1.13E-07,0.000853284,7.37E-01,5.42E+02
313.17,0.000184215,0.532684,0.0117796,9.07E-04,0.0110428,3.35E-04,0.289975,0.0027537,0.150365,0.0206115,1.14E-07,0.000848198,7.37E-01,5.41E+02
313.352,0.000184178,0.532628,0.0118133,9.09E-04,0.0110756,3.36E-04,0.290064,0.00275476,0.150261,0.0206194,1.14E-07,0.000843114,7.37E-01,5.41E+02
313.535,0.000184141,0.532572,0.011847,9.12E-04,0.0111084,3.37E-04,0.290153,0.00275583,0.150156,0.0206274,1.14E-07,0.000838032,7.37E-01,5.41E+02
313.717,0.000184104,0.532515,0.0118808,9.15E-04,0.0111413,3.38E-04,0.290244,0.00275691,0.150051,0.0206354,1.15E-07,0.000832953,7.36E-01,5.40E+02
313.9,0.000184067,0.532458,0.0119146,9.17E-04,0.0111742,3.39E-04,0.290335,0.00275798,0.149945,0.0206433,1.15E-07,0.000827876,7.36E-01,5.40E+02
314.082,0.000184029,0.5324,0.0119484,9.20E-04,0.0112072,3.40E-04,0.290428,0.00275906,0.149839,0.0206514,1.16E-07,0.000822802,7.36E-01,5.40E+02
314.265,0.000183992,0.532341,0.0119823,9.23E-04,0.0112403,3.41E-04,0.290522,0.00276014,0.149732,0.0206594,1.16E-07,0.000817731,7.36E-01,5.39E+02
314.447,0.000183954,0.532283,0.0120162,9.25E-04,0.0112734,3.42E-04,0.290616,0.00276123,0.149625,0.0206674,1.16E-07,0.000812663,7.36E-01,5.39E+02
314.63,0.000183917,0.532223,0.0120502,9.28E-04,0.0113065,3.43E-04,0.290712,0.00276232,0.149517,0.0206755,1.17E-07,0.000807599,7.36E-01,5.39E+02
314.812,0.000183879,0.532163,0.0120842,9.31E-04,0.0113398,3.44E-04,0.290809,0.00276341,0.149408,0.0206836,1.17E-07,0.000802538,7.36E-01,5.38E+02
314.995,0.000183842,0.532102,0.0121182,9.33E-04,0.011373,3.45E-04,0.290907,0.00276451,0.149298,0.0206917,1.17E-07,0.00079748,7.35E-01,5.38E+02
315.177,0.000183804,0.532041,0.0121523,9.36E-04,0.0114063,3.47E-04,0.291006,0.00276561,0.149188,0.0206999,1.18E-07,0.000792427,7.35E-01,5.37E+02
315.36,0.000183766,0.53198,0.0121864,9.39E-04,0.0114397,3.48E-04,0.291106,0.00276671,0.149078,0.0207081,1.18E-07,0.000787378,7.35E-01,5.37E+02
315.542,0.000183728,0.531917,0.0122205,9.42E-04,0.0114731,3.49E-04,0.291207,0.00276781,0.148967,0.0207163,1.19E-07,0.000782333,7.35E-01,5.37E+02
315.725,0.000183691,0.531855,0.0122547,9.44E-04,0.0115066,3.50E-04,0.291309,0.00276892,0.148855,0.0207245,1.19E-07,0.000777293,7.35E-01,5.36E+02
315.907,0.000183653,0.531791,0.0122889,9.47E-04,0.0115401,3.51E-04,0.291412,0.00277003,0.148743,0.0207327,1.19E-07,0.000772258,7.35E-01,5.36E+02
316.09,0.000183615,0.531727,0.0123231,9.50E-04,0.0115737,3.52E-04,0.291517,0.00277115,0.14863,0.020741,1.20E-07,0.000767227,7.34E-01,5.36E+02
316.272,0.000183577,0.531663,0.0123574,9.52E-04,0.0116073,3.53E-04,0.291622,0.00277227,0.148516,0.0207493,1.20E-07,0.000762202,7.34E-01,5.35E+02
316.455,0.000183539,0.531598,0.0123917,9.55E-04,0.011641,3.54E-04,0.291728,0.00277339,0.148402,0.0207576,1.21E-07,0.000757182,7.34E-01,5.35E+02
316.637,0.0001835,0.531532,0.0124261,9.58E-04,0.0116747,3.55E-04,0.291836,0.00277451,0.148287,0.0207659,1.21E-07,0.000752168,7.34E-01,5.35E+02
316.82,0.000183462,0.531466,0.0124604,9.61E-04,0.0117085,3.56E-04,0.291944,0.00277564,0.148172,0.0207743,1.21E-07,0.00074716,7.34E-01,5.34E+02
317.002,0.000183424,0.531399,0.0124948,9.63E-04,0.0117423,3.57E-04,0.292054,0.00277677,0.148056,0.0207827,1.22E-07,0.000742158,7.34E-01,5.34E+02
317.185,0.000183386,0.531332,0.0125293,9.66E-04,0.0117762,3.58E-04,0.292164,0.00277791,0.14794,0.0207911,1.22E-07,0.000737162,7.34E-01,5.34E+02
317.367,0.000183347,0.531264,0.0125637,9.69E-04,0.0118101,3.59E-04,0.292276,0.00277904,0.147823,0.0207995,1.23E-07,0.000732173,7.33E-01,5.33E+02
317.55,0.000183309,0.531196,0.0125982,9.72E-04,0.0118441,3.60E-04,0.292389,0.00278018,0.147705,0.020808,1.23E-07,0.000727191,7.33E-01,5.33E+02
317.732,0.00018327,0.531127,0.0126328,9.74E-04,0.0118781,3.61E-04,0.292503,0.00278133,0.147587,0.0208165,1.23E-07,0.000722216,7.33E-01,5.33E+02
317.915,0.000183232,0.531057,0.0126673,9.77E-04,0.0119121,3.62E-04,0.292618,0.00278248,0.147468,0.020825,1.24E-07,0.000717248,7.33E-01,5.32E+02
318.097,0.000183193,0.530987,0.0127019,9.80E-04,0.0119462,3.63E-04,0.292734,0.00278363,0.147348,0.0208335,1.24E-07,0.000712287,7.33E-01,5.32E+02
318.28,0.000183154,0.530916,0.0127365,9.83E-04,0.0119803,3.64E-04,0.292851,0.00278478,0.147229,0.020842,1.25E-07,0.000707334,7.33E-01,5.31E+02
318.462,0.000183116,0.530845,0.0127711,9.85E-04,0.0120145,3.65E-04,0.292969,0.00278594,0.147108,0.0208506,1.25E-07,0.00070239,7.32E-01,5.31E+02
318.645,0.000183077,0.530773,0.0128058,9.88E-04,0.0120488,3.66E-04,0.293088,0.0027871,0.146987,0.0208592,1.26E-07,0.000697453,7.32E-01,5.31E+02
318.827,0.000183038,0.530701,0.0128404,9.91E-04,0.012083,3.67E-04,0.293208,0.00278826,0.146865,0.0208678,1.26E-07,0.000692526,7.32E-01,5.30E+02
319.01,0.000182999,0.530628,0.0128751,9.94E-04,0.0121173,3.68E-04,0.293329,0.00278943,0.146743,0.0208765,1.26E-07,0.000687607,7.32E-01,5.30E+02
319.192,0.00018296,0.530554,0.0129099,9.96E-04,0.0121517,3.69E-04,0.293452,0.0027906,0.14662,0.0208852,1.27E-07,0.000682697,7.32E-01,5.30E+02
319.375,0.000182921,0.53048,0.0129446,9.99E-04,0.0121861,3.70E-04,0.293575,0.00279177,0.146497,0.0208939,1.27E-07,0.000677796,7.32E-01,5.29E+02
319.557,0.000182882,0.530406,0.0129794,1.00E-03,0.0122205,3.71E-04,0.2937,0.00279295,0.146373,0.0209026,1.28E-07,0.000672905,7.32E-01,5.29E+02
319.74,0.000182843,0.53033,0.0130141,1.00E-03,0.012255,3.72E-04,0.293825,0.00279413,0.146248,0.0209113,1.28E-07,0.000668024,7.31E-01,5.29E+02
319.922,0.000182804,0.530254,0.0130489,1.01E-03,0.0122895,3.73E-04,0.293952,0.00279532,0.146123,0.0209201,1.28E-07,0.000663153,7.31E-01,5.28E+02
320.105,0.000182765,0.530178,0.0130838,1.01E-03,0.0123241,3.74E-04,0.294079,0.0027965,0.145998,0.0209289,1.29E-07,0.000658292,7.31E-01,5.28E+02
320.287,0.000182725,0.530101,0.0131186,1.01E-03,0.0123587,3.75E-04,0.294208,0.00279769,0.145872,0.0209377,1.29E-07,0.000653442,7.31E-01,5.28E+02
320.47,0.000182686,0.530023,0.0131535,1.02E-03,0.0123933,3.76E-04,0.294338,0.00279889,0.145745,0.0209465,1.30E-07,0.000648603,7.31E-01,5.27E+02
320.652,0.000182647,0.529945,0.0131883,1.02E-03,0.012428,3.78E-04,0.294469,0.00280008,0.145618,0.0209554,1.30E-07,0.000643775,7.31E-01,5.27E+02
320.835,0.000182607,0.529867,0.0132232,1.02E-03,0.0124627,3.79E-04,0.294601,0.00280128,0.14549,0.0209643,1.31E-07,0.000638959,7.30E-01,5.27E+02
321.017,0.000182568,0.529787,0.0132581,1.02E-03,0.0124974,3.80E-04,0.294734,0.00280249,0.145361,0.0209732,1.31E-07,0.000634155,7.30E-01,5.26E+02
321.2,0.000182528,0.529707,0.013293,1.03E-03,0.0125322,3.81E-04,0.294868,0.0028037,0.145233,0.0209821,1.32E-07,0.000629362,7.30E-01,5.26E+02
321.382,0.000182489,0.529627,0.013328,1.03E-03,0.012567,3.82E-04,0.295003,0.00280491,0.145103,0.0209911,1.32E-07,0.000624582,7.30E-01,5.26E+02
321.565,0.000182449,0.529546,0.0133629,1.03E-03,0.0126018,3.83E-04,0.29514,0.00280612,0.144973,0.0210001,1.32E-07,0.000619815,7.30E-01,5.25E+02
321.747,0.000182409,0.529464,0.0133979,1.04E-03,0.0126367,3.84E-04,0.295277,0.00280734,0.144843,0.0210091,1.33E-07,0.00061506,7.30E-01,5.25E+02
321.93,0.000182369,0.529382,0.0134329,1.04E-03,0.0126716,3.85E-04,0.295415,0.00280856,0.144712,0.0210181,1.33E-07,0.000610319,7.29E-01,5.25E+02
322.112,0.00018233,0.529299,0.0134678,1.04E-03,0.0127065,3.86E-04,0.295555,0.00280978,0.14458,0.0210272,1.34E-07,0.000605591,7.29E-01,5.24E+02
322.295,0.00018229,0.529215,0.0135028,1.04E-03,0.0127415,3.87E-04,0.295695,0.00281101,0.144448,0.0210363,1.34E-07,0.000600877,7.29E-01,5.24E+02
322.477,0.00018225,0.529131,0.0135378,1.05E-03,0.0127765,3.88E-04,0.295837,0.00281224,0.144315,0.0210454,1.35E-07,0.000596177,7.29E-01,5.24E+02
322.66,0.00018221,0.529047,0.0135728,1.05E-03,0.0128115,3.89E-04,0.29598,0.00281347,0.144182,0.0210545,1.35E-07,0.000591492,7.29E-01,5.23E+02
322.842,0.00018217,0.528962,0.0136078,1.05E-03,0.0128466,3.90E-04,0.296124,0.00281471,0.144048,0.0210637,1.36E-07,0.000586821,7.29E-01,5.23E+02
323.025,0.00018213,0.528876,0.0136428,1.06E-03,0.0128817,3.91E-04,0.296268,0.00281595,0.143914,0.0210729,1.36E-07,0.000582165,7.29E-01,5.23E+02
323.207,0.00018209,0.528789,0.0136779,1.06E-03,0.0129168,3.92E-04,0.296414,0.0028172,0.14378,0.0210821,1.36E-07,0.000577525,7.28E-01,5.22E+02
323.39,0.000182049,0.528702,0.0137129,1.06E-03,0.012952,3.93E-04,0.296561,0.00281844,0.143644,0.0210913,1.37E-07,0.0005729,7.28E-01,5.22E+02
323.572,0.000182009,0.528615,0.0137479,1.06E-03,0.0129871,3.94E-04,0.296709,0.00281969,0.143509,0.0211006,1.37E-07,0.000568291,7.28E-01,5.22E+02
323.755,0.000181969,0.528526,0.013783,1.07E-03,0.0130223,3.96E-04,0.296858,0.00282095,0.143372,0.0211099,1.38E-07,0.000563698,7.28E-01,5.22E+02
323.937,0.000181929,0.528438,0.013818,1.07E-03,0.0130575,3.97E-04,0.297009,0.00282221,0.143236,0.0211192,1.38E-07,0.000559121,7.28E-01,5.21E+02
324.12,0.000181888,0.528348,0.013853,1.07E-03,0.0130928,3.98E-04,0.29716,0.00282347,0.143098,0.0211285,1.39E-07,0.000554562,7.28E-01,5.21E+02
324.302,0.000181848,0.528258,0.0138881,1.07E-03,0.0131281,3.99E-04,0.297312,0.00282473,0.142961,0.0211379,1.39E-07,0.000550019,7.27E-01,5.21E+02
324.485,0.000181807,0.528168,0.0139231,1.08E-03,0.0131633,4.00E-04,0.297466,0.002826,0.142822,0.0211472,1.40E-07,0.000545494,7.27E-01,5.20E+02
324.667,0.000181767,0.528076,0.0139582,1.08E-03,0.0131987,4.01E-04,0.29762,0.00282727,0.142684,0.0211567,1.40E-07,0.000540987,7.27E-01,5.20E+02
324.85,0.000181726,0.527985,0.0139932,1.08E-03,0.013234,4.02E-04,0.297776,0.00282854,0.142545,0.0211661,1.41E-07,0.000536497,7.27E-01,5.20E+02
325.032,0.000181686,0.527892,0.0140282,1.09E-03,0.0132693,4.03E-04,0.297932,0.00282982,0.142405,0.0211755,1.41E-07,0.000532026,7.27E-01,5.19E+02
325.215,0.000181645,0.527799,0.0140632,1.09E-03,0.0133047,4.04E-04,0.29809,0.0028311,0.142265,0.021185,1.42E-07,0.000527573,7.27E-01,5.19E+02
325.397,0.000181604,0.527706,0.0140983,1.09E-03,0.0133401,4.05E-04,0.298249,0.00283239,0.142124,0.0211945,1.42E-07,0.000523139,7.26E-01,5.19E+02
325.58,0.000181564,0.527611,0.0141333,1.09E-03,0.0133755,4.06E-04,0.298408,0.00283368,0.141983,0.0212041,1.43E-07,0.000518725,7.26E-01,5.19E+02
325.762,0.000181523,0.527516,0.0141683,1.10E-03,0.013411,4.07E-04,0.298569,0.00283497,0.141841,0.0212136,1.43E-07,0.000514329,7.26E-01,5.18E+02
325.945,0.000181482,0.527421,0.0142033,1.10E-03,0.0134464,4.08E-04,0.298731,0.00283626,0.141699,0.0212232,1.44E-07,0.000509954,7.26E-01,5.18E+02
326.127,0.000181441,0.527325,0.0142383,1.10E-03,0.0134819,4.09E-04,0.298894,0.00283756,0.141557,0.0212328,1.44E-07,0.000505598,7.26E-01,5.18E+02
326.31,0.0001814,0.527228,0.0142733,1.11E-03,0.0135174,4.11E-04,0.299058,0.00283886,0.141414,0.0212424,1.44E-07,0.000501263,7.26E-01,5.17E+02
326.492,0.000181359,0.527131,0.0143083,1.11E-03,0.0135529,4.12E-04,0.299223,0.00284017,0.14127,0.0212521,1.45E-07,0.000496949,7.25E-01,5.17E+02
326.675,0.000181318,0.527033,0.0143432,1.11E-03,0.0135884,4.13E-04,0.29939,0.00284148,0.141126,0.0212618,1.45E-07,0.000492655,7.25E-01,5.17E+02
326.857,0.000181277,0.526935,0.0143782,1.11E-03,0.0136239,4.14E-04,0.299557,0.00284279,0.140982,0.0212715,1.46E-07,0.000488382,7.25E-01,5.17E+02
327.04,0.000181236,0.526835,0.0144131,1.12E-03,0.0136594,4.15E-04,0.299725,0.00284411,0.140837,0.0212812,1.46E-07,0.000484131,7.25E-01,5.16E+02
327.222,0.000181195,0.526736,0.014448,1.12E-03,0.013695,4.16E-04,0.299895,0.00284542,0.140692,0.021291,1.47E-07,0.000479901,7.25E-01,5.16E+02
327.405,0.000181154,0.526635,0.0144829,1.12E-03,0.0137305,4.17E-04,0.300065,0.00284675,0.140546,0.0213007,1.47E-07,0.000475694,7.25E-01,5.16E+02
327.587,0.000181112,0.526534,0.0145178,1.13E-03,0.0137661,4.18E-04,0.300237,0.00284807,0.1404,0.0213106,1.48E-07,0.000471509,7.24E-01,5.15E+02
327.77,0.000181071,0.526433,0.0145527,1.13E-03,0.0138017,4.19E-04,0.300409,0.0028494,0.140253,0.0213204,1.48E-07,0.000467346,7.24E-01,5.15E+02
327.952,0.00018103,0.526331,0.0145876,1.13E-03,0.0138373,4.20E-04,0.300583,0.00285073,0.140106,0.0213302,1.49E-07,0.000463206,7.24E-01,5.15E+02
