"t","L","S","E","I_S","I_A","H","R","D","V","J","u_L","u_V"
"191.442","0.000303522","0.457084","0.000342174","2.92E-05","0.000385314","1.14E-05","0.275285","0.00177061","0.2648","0.0149863","1.05E-05","0.001705"
"191.625","0.000302729","0.457296","0.000341355","2.91E-05","0.000384294","1.14E-05","0.275018","0.00177065","0.264858","0.0149867","1.05E-05","0.00170271"
"191.807","0.000301942","0.457507","0.000340541","2.90E-05","0.00038328","1.14E-05","0.27475","0.00177068","0.264916","0.0149871","1.05E-05","0.00170041"
"191.99","0.00030116","0.457719","0.00033973","2.89E-05","0.000382271","1.13E-05","0.274483","0.00177072","0.264974","0.0149875","1.05E-05","0.00169811"
"192.172","0.000300384","0.457931","0.000338924","2.89E-05","0.000381267","1.13E-05","0.274216","0.00177076","0.265032","0.0149879","1.05E-05","0.00169582"
"192.355","0.000299614","0.458142","0.000338123","2.88E-05","0.000380269","1.13E-05","0.273949","0.00177079","0.26509","0.0149883","1.05E-05","0.00169352"
"192.537","0.00029885","0.458354","0.000337325","2.87E-05","0.000379276","1.13E-05","0.273683","0.00177083","0.265148","0.0149887","1.05E-05","0.00169123"
"192.72","0.000298091","0.458565","0.000336531","2.87E-05","0.000378289","1.12E-05","0.273417","0.00177086","0.265205","0.0149891","1.05E-05","0.00168893"
"192.902","0.000297338","0.458776","0.000335742","2.86E-05","0.000377306","1.12E-05","0.273151","0.0017709","0.265263","0.0149895","1.05E-05","0.00168664"
"193.085","0.00029659","0.458987","0.000334957","2.85E-05","0.000376329","1.12E-05","0.272885","0.00177093","0.26532","0.0149898","1.05E-05","0.00168435"
"193.267","0.000295848","0.459198","0.000334176","2.84E-05","0.000375357","1.11E-05","0.27262","0.00177097","0.265377","0.0149902","1.05E-05","0.00168205"
"193.45","0.000295111","0.459409","0.000333399","2.84E-05","0.00037439","1.11E-05","0.272354","0.001771","0.265434","0.0149906","1.05E-05","0.00167976"
"193.632","0.000294379","0.459619","0.000332626","2.83E-05","0.000373428","1.11E-05","0.272089","0.00177104","0.265491","0.014991","1.05E-05","0.00167746"
"193.815","0.000293653","0.45983","0.000331857","2.82E-05","0.000372472","1.11E-05","0.271825","0.00177107","0.265548","0.0149914","1.05E-05","0.00167517"
"193.997","0.000292932","0.46004","0.000331092","2.82E-05","0.00037152","1.10E-05","0.27156","0.00177111","0.265605","0.0149918","1.05E-05","0.00167288"
"194.18","0.000292217","0.460251","0.000330331","2.81E-05","0.000370574","1.10E-05","0.271296","0.00177114","0.265661","0.0149922","1.05E-05","0.00167058"
"194.362","0.000291507","0.460461","0.000329574","2.80E-05","0.000369632","1.10E-05","0.271032","0.00177118","0.265717","0.0149926","1.05E-05","0.00166829"
"194.545","0.000290802","0.460671","0.000328821","2.80E-05","0.000368695","1.10E-05","0.270768","0.00177121","0.265774","0.0149929","1.05E-05","0.001666"
"194.727","0.000290102","0.460881","0.000328072","2.79E-05","0.000367764","1.09E-05","0.270504","0.00177125","0.26583","0.0149933","1.05E-05","0.00166371"
"194.91","0.000289407","0.461091","0.000327327","2.78E-05","0.000366837","1.09E-05","0.270241","0.00177128","0.265886","0.0149937","1.05E-05","0.00166142"
"195.092","0.000288717","0.4613","0.000326585","2.78E-05","0.000365915","1.09E-05","0.269978","0.00177132","0.265942","0.0149941","1.05E-05","0.00165912"
"195.275","0.000288032","0.46151","0.000325848","2.77E-05","0.000364998","1.08E-05","0.269715","0.00177135","0.265997","0.0149945","1.05E-05","0.00165683"
"195.457","0.000287353","0.461719","0.000325114","2.76E-05","0.000364086","1.08E-05","0.269452","0.00177139","0.266053","0.0149948","1.05E-05","0.00165454"
"195.64","0.000286678","0.461929","0.000324384","2.76E-05","0.000363179","1.08E-05","0.26919","0.00177142","0.266108","0.0149952","1.05E-05","0.00165225"
"195.822","0.000286008","0.462138","0.000323658","2.75E-05","0.000362276","1.08E-05","0.268928","0.00177145","0.266164","0.0149956","1.05E-05","0.00164996"
"196.005","0.000285343","0.462347","0.000322936","2.74E-05","0.000361378","1.07E-05","0.268666","0.00177149","0.266219","0.014996","1.05E-05","0.00164767"
"196.187","0.000284683","0.462556","0.000322218","2.74E-05","0.000360485","1.07E-05","0.268404","0.00177152","0.266274","0.0149963","1.05E-05","0.00164538"
"196.37","0.000284028","0.462765","0.000321503","2.73E-05","0.000359597","1.07E-05","0.268143","0.00177156","0.266329","0.0149967","1.05E-05","0.00164309"
"196.552","0.000283378","0.462974","0.000320792","2.72E-05","0.000358713","1.07E-05","0.267881","0.00177159","0.266384","0.0149971","1.05E-05","0.0016408"
"196.735","0.000282732","0.463182","0.000320085","2.72E-05","0.000357834","1.06E-05","0.26762","0.00177162","0.266438","0.0149975","1.05E-05","0.00163851"
"196.917","0.000282091","0.463391","0.000319381","2.71E-05","0.00035696","1.06E-05","0.26736","0.00177166","0.266493","0.0149978","1.05E-05","0.00163622"
"197.1","0.000281455","0.463599","0.000318681","2.70E-05","0.00035609","1.06E-05","0.267099","0.00177169","0.266547","0.0149982","1.05E-05","0.00163393"
"197.282","0.000280824","0.463808","0.000317985","2.70E-05","0.000355225","1.06E-05","0.266839","0.00177172","0.266601","0.0149986","1.05E-05","0.00163164"
"197.465","0.000280197","0.464016","0.000317293","2.69E-05","0.000354364","1.05E-05","0.266579","0.00177176","0.266655","0.0149989","1.05E-05","0.00162935"
"197.647","0.000279575","0.464224","0.000316604","2.69E-05","0.000353508","1.05E-05","0.266319","0.00177179","0.266709","0.0149993","1.05E-05","0.00162706"
"197.83","0.000278957","0.464432","0.000315918","2.68E-05","0.000352656","1.05E-05","0.26606","0.00177182","0.266763","0.0149997","1.05E-05","0.00162477"
"198.012","0.000278344","0.46464","0.000315236","2.67E-05","0.000351809","1.05E-05","0.2658","0.00177186","0.266817","0.015","1.05E-05","0.00162248"
"198.195","0.000277735","0.464847","0.000314558","2.67E-05","0.000350966","1.04E-05","0.265541","0.00177189","0.26687","0.0150004","1.05E-05","0.00162019"
"198.377","0.000277131","0.465055","0.000313883","2.66E-05","0.000350128","1.04E-05","0.265282","0.00177192","0.266924","0.0150008","1.05E-05","0.0016179"
"198.56","0.000276531","0.465262","0.000313212","2.66E-05","0.000349294","1.04E-05","0.265024","0.00177196","0.266977","0.0150011","1.05E-05","0.00161561"
"198.742","0.000275935","0.46547","0.000312544","2.65E-05","0.000348464","1.04E-05","0.264765","0.00177199","0.26703","0.0150015","1.05E-05","0.00161333"
"198.925","0.000275344","0.465677","0.00031188","2.64E-05","0.000347639","1.03E-05","0.264507","0.00177202","0.267083","0.0150018","1.05E-05","0.00161104"
"199.107","0.000274757","0.465884","0.000311219","2.64E-05","0.000346818","1.03E-05","0.264249","0.00177205","0.267136","0.0150022","1.05E-05","0.00160875"
"199.29","0.000274175","0.466091","0.000310562","2.63E-05","0.000346002","1.03E-05","0.263991","0.00177209","0.267189","0.0150026","1.05E-05","0.00160646"
"199.472","0.000273596","0.466298","0.000309908","2.63E-05","0.00034519","1.03E-05","0.263734","0.00177212","0.267242","0.0150029","1.05E-05","0.00160417"
"199.655","0.000273022","0.466505","0.000309258","2.62E-05","0.000344382","1.02E-05","0.263477","0.00177215","0.267294","0.0150033","1.05E-05","0.00160189"
"199.837","0.000272453","0.466712","0.000308611","2.61E-05","0.000343578","1.02E-05","0.26322","0.00177218","0.267346","0.0150036","1.05E-05","0.0015996"
"200.02","0.000271887","0.466919","0.000307967","2.61E-05","0.000342778","1.02E-05","0.262963","0.00177222","0.267399","0.015004","1.05E-05","0.00159731"
"200.202","0.000271326","0.467125","0.000307326","2.60E-05","0.000341983","1.02E-05","0.262707","0.00177225","0.267451","0.0150043","1.05E-05","0.00159502"
"200.385","0.000270768","0.467331","0.000306689","2.60E-05","0.000341192","1.01E-05","0.26245","0.00177228","0.267503","0.0150047","1.05E-05","0.00159274"
"200.567","0.000270215","0.467538","0.000306056","2.59E-05","0.000340405","1.01E-05","0.262194","0.00177231","0.267554","0.015005","1.05E-05","0.00159045"
"200.75","0.000269666","0.467744","0.000305425","2.59E-05","0.000339622","1.01E-05","0.261938","0.00177235","0.267606","0.0150054","1.05E-05","0.00158816"
"200.932","0.00026912","0.46795","0.000304798","2.58E-05","0.000338843","1.01E-05","0.261683","0.00177238","0.267658","0.0150057","1.05E-05","0.00158588"
"201.115","0.000268579","0.468156","0.000304175","2.57E-05","0.000338069","1.01E-05","0.261428","0.00177241","0.267709","0.0150061","1.05E-05","0.00158359"
"201.297","0.000268042","0.468362","0.000303554","2.57E-05","0.000337298","1.00E-05","0.261172","0.00177244","0.26776","0.0150064","1.05E-05","0.0015813"
"201.48","0.000267508","0.468568","0.000302937","2.56E-05","0.000336531","1.00E-05","0.260918","0.00177247","0.267811","0.0150068","1.05E-05","0.00157902"
"201.662","0.000266979","0.468773","0.000302323","2.56E-05","0.000335769","9.99E-06","0.260663","0.0017725","0.267862","0.0150071","1.05E-05","0.00157673"
"201.845","0.000266453","0.468979","0.000301712","2.55E-05","0.00033501","9.97E-06","0.260408","0.00177254","0.267913","0.0150075","1.05E-05","0.00157445"
"202.027","0.000265932","0.469184","0.000301104","2.55E-05","0.000334256","9.94E-06","0.260154","0.00177257","0.267964","0.0150078","1.05E-05","0.00157216"
"202.21","0.000265414","0.469389","0.0003005","2.54E-05","0.000333505","9.92E-06","0.2599","0.0017726","0.268014","0.0150082","1.05E-05","0.00156987"
"202.392","0.0002649","0.469595","0.000299899","2.54E-05","0.000332758","9.90E-06","0.259647","0.00177263","0.268065","0.0150085","1.05E-05","0.00156759"
"202.575","0.000264389","0.4698","0.000299301","2.53E-05","0.000332016","9.88E-06","0.259393","0.00177266","0.268115","0.0150089","1.05E-05","0.0015653"
"202.757","0.000263883","0.470005","0.000298706","2.53E-05","0.000331277","9.86E-06","0.25914","0.00177269","0.268165","0.0150092","1.05E-05","0.00156302"
"202.94","0.00026338","0.47021","0.000298114","2.52E-05","0.000330542","9.84E-06","0.258887","0.00177272","0.268215","0.0150095","1.05E-05","0.00156073"
"203.122","0.00026288","0.470414","0.000297525","2.51E-05","0.000329811","9.81E-06","0.258634","0.00177276","0.268265","0.0150099","1.05E-05","0.00155845"
"203.305","0.000262385","0.470619","0.000296939","2.51E-05","0.000329083","9.79E-06","0.258382","0.00177279","0.268315","0.0150102","1.05E-05","0.00155616"
"203.487","0.000261893","0.470824","0.000296357","2.50E-05","0.00032836","9.77E-06","0.258129","0.00177282","0.268364","0.0150106","1.05E-05","0.00155388"
"203.67","0.000261404","0.471028","0.000295777","2.50E-05","0.00032764","9.75E-06","0.257877","0.00177285","0.268414","0.0150109","1.05E-05","0.00155159"
"203.852","0.00026092","0.471233","0.000295201","2.49E-05","0.000326924","9.73E-06","0.257625","0.00177288","0.268463","0.0150112","1.05E-05","0.00154931"
"204.035","0.000260438","0.471437","0.000294627","2.49E-05","0.000326212","9.71E-06","0.257374","0.00177291","0.268512","0.0150116","1.05E-05","0.00154702"
"204.217","0.000259961","0.471641","0.000294057","2.48E-05","0.000325504","9.69E-06","0.257122","0.00177294","0.268561","0.0150119","1.05E-05","0.00154474"
"204.4","0.000259486","0.471845","0.000293489","2.48E-05","0.000324799","9.67E-06","0.256871","0.00177297","0.26861","0.0150122","1.05E-05","0.00154245"
"204.582","0.000259016","0.472049","0.000292925","2.47E-05","0.000324098","9.65E-06","0.25662","0.001773","0.268659","0.0150126","1.05E-05","0.00154017"
"204.765","0.000258548","0.472253","0.000292363","2.47E-05","0.0003234","9.63E-06","0.25637","0.00177303","0.268707","0.0150129","1.05E-05","0.00153788"
"204.947","0.000258084","0.472457","0.000291805","2.46E-05","0.000322707","9.61E-06","0.256119","0.00177306","0.268756","0.0150132","1.05E-05","0.0015356"
"205.13","0.000257624","0.47266","0.000291249","2.46E-05","0.000322017","9.59E-06","0.255869","0.00177309","0.268804","0.0150136","1.05E-05","0.00153332"
"205.312","0.000257167","0.472864","0.000290697","2.45E-05","0.00032133","9.57E-06","0.255619","0.00177312","0.268852","0.0150139","1.05E-05","0.00153103"
"205.495","0.000256713","0.473067","0.000290147","2.45E-05","0.000320647","9.55E-06","0.255369","0.00177315","0.2689","0.0150142","1.05E-05","0.00152875"
"205.677","0.000256263","0.473271","0.0002896","2.44E-05","0.000319968","9.53E-06","0.25512","0.00177318","0.268948","0.0150146","1.05E-05","0.00152646"
"205.86","0.000255815","0.473474","0.000289056","2.44E-05","0.000319292","9.51E-06","0.25487","0.00177321","0.268996","0.0150149","1.05E-05","0.00152418"
"206.042","0.000255371","0.473677","0.000288515","2.43E-05","0.00031862","9.49E-06","0.254621","0.00177324","0.269044","0.0150152","1.05E-05","0.0015219"
"206.225","0.000254931","0.47388","0.000287977","2.43E-05","0.000317952","9.47E-06","0.254373","0.00177327","0.269091","0.0150155","1.05E-05","0.00151961"
"206.407","0.000254493","0.474083","0.000287442","2.42E-05","0.000317287","9.45E-06","0.254124","0.0017733","0.269138","0.0150159","1.05E-05","0.00151733"
"206.59","0.000254059","0.474286","0.000286909","2.42E-05","0.000316625","9.43E-06","0.253876","0.00177333","0.269186","0.0150162","1.05E-05","0.00151505"
"206.772","0.000253628","0.474489","0.000286379","2.41E-05","0.000315967","9.41E-06","0.253627","0.00177336","0.269233","0.0150165","1.05E-05","0.00151276"
"206.955","0.0002532","0.474691","0.000285852","2.41E-05","0.000315312","9.39E-06","0.25338","0.00177339","0.26928","0.0150168","1.05E-05","0.00151048"
"207.137","0.000252775","0.474894","0.000285328","2.40E-05","0.000314661","9.37E-06","0.253132","0.00177342","0.269326","0.0150172","1.05E-05","0.0015082"
"207.32","0.000252354","0.475096","0.000284807","2.40E-05","0.000314013","9.35E-06","0.252884","0.00177345","0.269373","0.0150175","1.05E-05","0.00150591"
"207.502","0.000251935","0.475299","0.000284288","2.40E-05","0.000313369","9.33E-06","0.252637","0.00177348","0.269419","0.0150178","1.05E-05","0.00150363"
"207.685","0.00025152","0.475501","0.000283773","2.39E-05","0.000312728","9.31E-06","0.25239","0.00177351","0.269466","0.0150181","1.05E-05","0.00150135"
"207.867","0.000251107","0.475703","0.00028326","2.39E-05","0.00031209","9.30E-06","0.252143","0.00177354","0.269512","0.0150185","1.05E-05","0.00149906"
"208.05","0.000250698","0.475905","0.000282749","2.38E-05","0.000311456","9.28E-06","0.251897","0.00177357","0.269558","0.0150188","1.05E-05","0.00149678"
"208.232","0.000250291","0.476107","0.000282242","2.38E-05","0.000310825","9.26E-06","0.251651","0.0017736","0.269604","0.0150191","1.05E-05","0.0014945"
"208.415","0.000249888","0.476309","0.000281737","2.37E-05","0.000310197","9.24E-06","0.251405","0.00177363","0.26965","0.0150194","1.05E-05","0.00149221"
"208.597","0.000249487","0.476511","0.000281235","2.37E-05","0.000309573","9.22E-06","0.251159","0.00177366","0.269695","0.0150197","1.05E-05","0.00148993"
"208.78","0.00024909","0.476713","0.000280735","2.36E-05","0.000308952","9.20E-06","0.250913","0.00177369","0.269741","0.01502","1.05E-05","0.00148765"
"208.962","0.000248695","0.476914","0.000280238","2.36E-05","0.000308334","9.19E-06","0.250668","0.00177372","0.269786","0.0150204","1.05E-05","0.00148537"
"209.145","0.000248303","0.477116","0.000279744","2.35E-05","0.00030772","9.17E-06","0.250423","0.00177375","0.269831","0.0150207","1.05E-05","0.00148308"
"209.327","0.000247914","0.477317","0.000279252","2.35E-05","0.000307109","9.15E-06","0.250178","0.00177377","0.269876","0.015021","1.05E-05","0.0014808"
"209.51","0.000247528","0.477519","0.000278763","2.35E-05","0.000306501","9.13E-06","0.249933","0.0017738","0.269921","0.0150213","1.05E-05","0.00147852"
"209.692","0.000247145","0.47772","0.000278277","2.34E-05","0.000305896","9.11E-06","0.249689","0.00177383","0.269966","0.0150216","1.05E-05","0.00147624"
"209.875","0.000246764","0.477921","0.000277793","2.34E-05","0.000305294","9.10E-06","0.249444","0.00177386","0.270011","0.0150219","1.05E-05","0.00147395"
"210.057","0.000246387","0.478122","0.000277312","2.33E-05","0.000304696","9.08E-06","0.2492","0.00177389","0.270055","0.0150222","1.05E-05","0.00147167"
"210.24","0.000246012","0.478323","0.000276834","2.33E-05","0.0003041","9.06E-06","0.248957","0.00177392","0.270099","0.0150226","1.05E-05","0.00146939"
"210.422","0.00024564","0.478524","0.000276358","2.32E-05","0.000303508","9.04E-06","0.248713","0.00177395","0.270144","0.0150229","1.05E-05","0.00146711"
"210.605","0.00024527","0.478725","0.000275884","2.32E-05","0.000302919","9.03E-06","0.24847","0.00177398","0.270188","0.0150232","1.05E-05","0.00146483"
"210.787","0.000244903","0.478925","0.000275414","2.32E-05","0.000302333","9.01E-06","0.248227","0.001774","0.270231","0.0150235","1.05E-05","0.00146254"
"210.97","0.000244539","0.479126","0.000274945","2.31E-05","0.000301751","8.99E-06","0.247984","0.00177403","0.270275","0.0150238","1.05E-05","0.00146026"
"211.152","0.000244178","0.479326","0.000274479","2.31E-05","0.000301171","8.98E-06","0.247741","0.00177406","0.270319","0.0150241","1.05E-05","0.00145798"
"211.335","0.000243819","0.479527","0.000274016","2.30E-05","0.000300594","8.96E-06","0.247499","0.00177409","0.270362","0.0150244","1.05E-05","0.0014557"
"211.517","0.000243463","0.479727","0.000273555","2.30E-05","0.000300021","8.94E-06","0.247256","0.00177412","0.270406","0.0150247","1.05E-05","0.00145342"
"211.7","0.00024311","0.479927","0.000273097","2.29E-05","0.00029945","8.93E-06","0.247015","0.00177415","0.270449","0.015025","1.05E-05","0.00145114"
"211.882","0.000242759","0.480127","0.000272641","2.29E-05","0.000298883","8.91E-06","0.246773","0.00177417","0.270492","0.0150253","1.05E-05","0.00144885"
