"t","L","S","E","I_S","I_A","H","R","D","V","J","u_L","u_V"
"158.775","0.000598958","0.416862","0.000589726","5.16E-05","0.00069857","2.05E-05","0.327018","0.00176198","0.252408","0.0148926","1.05E-05","0.00212596"
"158.958","0.000595999","0.4171","0.00058754","5.14E-05","0.000695762","2.05E-05","0.326708","0.00176205","0.252487","0.0148933","1.05E-05","0.00212351"
"159.14","0.000593061","0.417339","0.000585368","5.12E-05","0.000692971","2.04E-05","0.326399","0.00176211","0.252566","0.014894","1.05E-05","0.00212106"
"159.322","0.000590146","0.417577","0.000583207","5.10E-05","0.000690197","2.03E-05","0.326089","0.00176218","0.252645","0.0148947","1.05E-05","0.00211862"
"159.505","0.000587251","0.417815","0.00058106","5.08E-05","0.00068744","2.02E-05","0.32578","0.00176224","0.252724","0.0148954","1.05E-05","0.00211617"
"159.688","0.000584378","0.418053","0.000578924","5.06E-05","0.000684699","2.01E-05","0.325472","0.00176231","0.252803","0.014896","1.05E-05","0.00211373"
"159.87","0.000581526","0.418291","0.000576802","5.04E-05","0.000681975","2.01E-05","0.325163","0.00176237","0.252881","0.0148967","1.05E-05","0.00211128"
"160.053","0.000578695","0.418529","0.000574691","5.03E-05","0.000679267","2.00E-05","0.324855","0.00176243","0.25296","0.0148974","1.05E-05","0.00210884"
"160.235","0.000575884","0.418766","0.000572593","5.01E-05","0.000676576","1.99E-05","0.324547","0.0017625","0.253038","0.014898","1.05E-05","0.00210641"
"160.417","0.000573095","0.419003","0.000570507","4.99E-05","0.000673901","1.98E-05","0.324239","0.00176256","0.253117","0.0148987","1.05E-05","0.00210397"
"160.6","0.000570325","0.41924","0.000568433","4.97E-05","0.000671243","1.98E-05","0.323931","0.00176262","0.253195","0.0148994","1.05E-05","0.00210153"
"160.782","0.000567577","0.419477","0.000566371","4.95E-05","0.0006686","1.97E-05","0.323624","0.00176268","0.253273","0.0149","1.05E-05","0.0020991"
"160.965","0.000564848","0.419714","0.000564321","4.93E-05","0.000665973","1.96E-05","0.323316","0.00176275","0.253351","0.0149007","1.05E-05","0.00209667"
"161.148","0.000562139","0.419951","0.000562283","4.91E-05","0.000663362","1.95E-05","0.323009","0.00176281","0.253429","0.0149013","1.05E-05","0.00209424"
"161.33","0.00055945","0.420187","0.000560257","4.89E-05","0.000660767","1.94E-05","0.322703","0.00176287","0.253507","0.014902","1.05E-05","0.00209181"
"161.512","0.000556781","0.420424","0.000558242","4.88E-05","0.000658187","1.94E-05","0.322396","0.00176293","0.253585","0.0149026","1.05E-05","0.00208938"
"161.695","0.000554132","0.42066","0.000556239","4.86E-05","0.000655623","1.93E-05","0.32209","0.00176299","0.253662","0.0149033","1.05E-05","0.00208695"
"161.877","0.000551502","0.420896","0.000554248","4.84E-05","0.000653074","1.92E-05","0.321784","0.00176305","0.25374","0.0149039","1.05E-05","0.00208453"
"162.06","0.000548891","0.421131","0.000552268","4.82E-05","0.00065054","1.92E-05","0.321478","0.00176311","0.253817","0.0149046","1.05E-05","0.00208211"
"162.243","0.000546299","0.421367","0.000550299","4.80E-05","0.000648022","1.91E-05","0.321172","0.00176317","0.253895","0.0149052","1.05E-05","0.00207969"
"162.425","0.000543727","0.421602","0.000548342","4.78E-05","0.000645518","1.90E-05","0.320867","0.00176323","0.253972","0.0149059","1.05E-05","0.00207727"
"162.608","0.000541173","0.421838","0.000546395","4.77E-05","0.00064303","1.89E-05","0.320562","0.00176329","0.254049","0.0149065","1.05E-05","0.00207485"
"162.79","0.000538638","0.422073","0.000544461","4.75E-05","0.000640556","1.89E-05","0.320257","0.00176335","0.254126","0.0149072","1.05E-05","0.00207243"
"162.972","0.000536122","0.422308","0.000542537","4.73E-05","0.000638097","1.88E-05","0.319952","0.00176341","0.254203","0.0149078","1.05E-05","0.00207002"
"163.155","0.000533624","0.422543","0.000540624","4.71E-05","0.000635653","1.87E-05","0.319647","0.00176347","0.25428","0.0149084","1.05E-05","0.00206761"
"163.338","0.000531145","0.422777","0.000538722","4.70E-05","0.000633223","1.87E-05","0.319343","0.00176353","0.254356","0.0149091","1.05E-05","0.00206519"
"163.52","0.000528683","0.423012","0.000536831","4.68E-05","0.000630808","1.86E-05","0.319039","0.00176359","0.254433","0.0149097","1.05E-05","0.00206278"
"163.703","0.00052624","0.423246","0.000534951","4.66E-05","0.000628407","1.85E-05","0.318735","0.00176365","0.254509","0.0149103","1.05E-05","0.00206037"
"163.885","0.000523815","0.42348","0.000533081","4.65E-05","0.000626021","1.84E-05","0.318431","0.00176371","0.254586","0.0149109","1.05E-05","0.00205797"
"164.067","0.000521407","0.423714","0.000531222","4.63E-05","0.000623648","1.84E-05","0.318128","0.00176377","0.254662","0.0149116","1.05E-05","0.00205556"
"164.25","0.000519017","0.423948","0.000529374","4.61E-05","0.000621289","1.83E-05","0.317825","0.00176382","0.254738","0.0149122","1.05E-05","0.00205316"
"164.433","0.000516645","0.424182","0.000527536","4.60E-05","0.000618945","1.82E-05","0.317522","0.00176388","0.254814","0.0149128","1.05E-05","0.00205075"
"164.615","0.00051429","0.424415","0.000525709","4.58E-05","0.000616614","1.82E-05","0.317219","0.00176394","0.25489","0.0149134","1.05E-05","0.00204835"
"164.798","0.000511952","0.424648","0.000523892","4.56E-05","0.000614297","1.81E-05","0.316917","0.001764","0.254966","0.014914","1.05E-05","0.00204595"
"164.98","0.000509632","0.424881","0.000522086","4.55E-05","0.000611994","1.80E-05","0.316615","0.00176405","0.255042","0.0149146","1.05E-05","0.00204355"
"165.162","0.000507328","0.425114","0.000520289","4.53E-05","0.000609704","1.80E-05","0.316313","0.00176411","0.255117","0.0149152","1.05E-05","0.00204115"
"165.345","0.000505042","0.425347","0.000518503","4.51E-05","0.000607428","1.79E-05","0.316011","0.00176417","0.255193","0.0149159","1.05E-05","0.00203876"
"165.528","0.000502772","0.42558","0.000516727","4.50E-05","0.000605165","1.78E-05","0.315709","0.00176422","0.255268","0.0149165","1.05E-05","0.00203636"
"165.71","0.000500519","0.425812","0.000514961","4.48E-05","0.000602916","1.78E-05","0.315408","0.00176428","0.255343","0.0149171","1.05E-05","0.00203397"
"165.893","0.000498282","0.426045","0.000513205","4.46E-05","0.00060068","1.77E-05","0.315107","0.00176434","0.255419","0.0149177","1.05E-05","0.00203157"
"166.075","0.000496062","0.426277","0.000511459","4.45E-05","0.000598456","1.76E-05","0.314806","0.00176439","0.255494","0.0149183","1.05E-05","0.00202918"
"166.257","0.000493858","0.426509","0.000509723","4.43E-05","0.000596246","1.76E-05","0.314505","0.00176445","0.255569","0.0149189","1.05E-05","0.00202679"
"166.44","0.00049167","0.426741","0.000507996","4.42E-05","0.000594049","1.75E-05","0.314205","0.0017645","0.255643","0.0149195","1.05E-05","0.0020244"
"166.623","0.000489499","0.426972","0.00050628","4.40E-05","0.000591865","1.75E-05","0.313905","0.00176456","0.255718","0.0149201","1.05E-05","0.00202201"
"166.805","0.000487343","0.427204","0.000504573","4.39E-05","0.000589693","1.74E-05","0.313605","0.00176461","0.255793","0.0149206","1.05E-05","0.00201963"
"166.988","0.000485203","0.427435","0.000502875","4.37E-05","0.000587534","1.73E-05","0.313305","0.00176467","0.255867","0.0149212","1.05E-05","0.00201724"
"167.17","0.000483079","0.427666","0.000501187","4.36E-05","0.000585388","1.73E-05","0.313006","0.00176472","0.255942","0.0149218","1.05E-05","0.00201486"
"167.353","0.00048097","0.427898","0.000499509","4.34E-05","0.000583254","1.72E-05","0.312706","0.00176478","0.256016","0.0149224","1.05E-05","0.00201248"
"167.535","0.000478877","0.428128","0.00049784","4.33E-05","0.000581133","1.71E-05","0.312407","0.00176483","0.25609","0.014923","1.05E-05","0.00201009"
"167.718","0.000476799","0.428359","0.00049618","4.31E-05","0.000579024","1.71E-05","0.312109","0.00176489","0.256164","0.0149236","1.05E-05","0.00200771"
"167.9","0.000474736","0.42859","0.00049453","4.29E-05","0.000576927","1.70E-05","0.31181","0.00176494","0.256238","0.0149242","1.05E-05","0.00200534"
"168.083","0.000472689","0.42882","0.000492889","4.28E-05","0.000574842","1.70E-05","0.311512","0.00176499","0.256312","0.0149247","1.05E-05","0.00200296"
"168.265","0.000470656","0.42905","0.000491257","4.27E-05","0.00057277","1.69E-05","0.311214","0.00176505","0.256386","0.0149253","1.05E-05","0.00200058"
"168.448","0.000468639","0.42928","0.000489634","4.25E-05","0.000570709","1.68E-05","0.310916","0.0017651","0.256459","0.0149259","1.05E-05","0.0019982"
"168.63","0.000466636","0.42951","0.000488021","4.24E-05","0.000568661","1.68E-05","0.310618","0.00176515","0.256533","0.0149265","1.05E-05","0.00199583"
"168.812","0.000464648","0.42974","0.000486416","4.22E-05","0.000566624","1.67E-05","0.310321","0.00176521","0.256606","0.014927","1.05E-05","0.00199346"
"168.995","0.000462674","0.42997","0.00048482","4.21E-05","0.000564599","1.67E-05","0.310024","0.00176526","0.25668","0.0149276","1.05E-05","0.00199108"
"169.178","0.000460715","0.430199","0.000483233","4.19E-05","0.000562586","1.66E-05","0.309727","0.00176531","0.256753","0.0149282","1.05E-05","0.00198871"
"169.36","0.000458771","0.430428","0.000481655","4.18E-05","0.000560585","1.65E-05","0.30943","0.00176536","0.256826","0.0149287","1.05E-05","0.00198634"
"169.543","0.00045684","0.430658","0.000480086","4.16E-05","0.000558595","1.65E-05","0.309134","0.00176542","0.256899","0.0149293","1.05E-05","0.00198397"
"169.725","0.000454924","0.430887","0.000478526","4.15E-05","0.000556616","1.64E-05","0.308837","0.00176547","0.256972","0.0149299","1.05E-05","0.0019816"
"169.907","0.000453022","0.431115","0.000476974","4.14E-05","0.000554649","1.64E-05","0.308542","0.00176552","0.257044","0.0149304","1.05E-05","0.00197924"
"170.09","0.000451133","0.431344","0.00047543","4.12E-05","0.000552693","1.63E-05","0.308246","0.00176557","0.257117","0.014931","1.05E-05","0.00197687"
"170.273","0.000449259","0.431573","0.000473896","4.11E-05","0.000550748","1.63E-05","0.30795","0.00176562","0.25719","0.0149316","1.05E-05","0.00197451"
"170.455","0.000447398","0.431801","0.00047237","4.09E-05","0.000548815","1.62E-05","0.307655","0.00176568","0.257262","0.0149321","1.05E-05","0.00197214"
"170.638","0.000445551","0.432029","0.000470852","4.08E-05","0.000546892","1.61E-05","0.30736","0.00176573","0.257334","0.0149327","1.05E-05","0.00196978"
"170.82","0.000443718","0.432257","0.000469343","4.07E-05","0.000544981","1.61E-05","0.307065","0.00176578","0.257406","0.0149332","1.05E-05","0.00196742"
"171.002","0.000441898","0.432485","0.000467842","4.05E-05","0.000543081","1.60E-05","0.306771","0.00176583","0.257479","0.0149338","1.05E-05","0.00196506"
"171.185","0.000440091","0.432713","0.000466349","4.04E-05","0.000541191","1.60E-05","0.306476","0.00176588","0.257551","0.0149343","1.05E-05","0.0019627"
"171.367","0.000438297","0.43294","0.000464865","4.03E-05","0.000539313","1.59E-05","0.306182","0.00176593","0.257622","0.0149349","1.05E-05","0.00196034"
"171.55","0.000436517","0.433168","0.000463388","4.01E-05","0.000537445","1.59E-05","0.305888","0.00176598","0.257694","0.0149354","1.05E-05","0.00195798"
"171.732","0.00043475","0.433395","0.00046192","4.00E-05","0.000535587","1.58E-05","0.305595","0.00176603","0.257766","0.014936","1.05E-05","0.00195562"
"171.915","0.000432995","0.433622","0.00046046","3.99E-05","0.000533741","1.58E-05","0.305301","0.00176608","0.257837","0.0149365","1.05E-05","0.00195327"
"172.097","0.000431254","0.433849","0.000459008","3.97E-05","0.000531904","1.57E-05","0.305008","0.00176613","0.257909","0.014937","1.05E-05","0.00195091"
"172.28","0.000429525","0.434076","0.000457564","3.96E-05","0.000530079","1.57E-05","0.304715","0.00176618","0.25798","0.0149376","1.05E-05","0.00194856"
"172.462","0.000427809","0.434302","0.000456128","3.95E-05","0.000528263","1.56E-05","0.304423","0.00176623","0.258051","0.0149381","1.05E-05","0.0019462"
"172.645","0.000426106","0.434529","0.0004547","3.93E-05","0.000526458","1.55E-05","0.30413","0.00176628","0.258122","0.0149387","1.05E-05","0.00194385"
"172.827","0.000424415","0.434755","0.00045328","3.92E-05","0.000524663","1.55E-05","0.303838","0.00176633","0.258193","0.0149392","1.05E-05","0.0019415"
"173.01","0.000422736","0.434981","0.000451867","3.91E-05","0.000522879","1.54E-05","0.303546","0.00176638","0.258264","0.0149397","1.05E-05","0.00193915"
"173.192","0.00042107","0.435207","0.000450463","3.89E-05","0.000521104","1.54E-05","0.303254","0.00176642","0.258335","0.0149403","1.05E-05","0.0019368"
"173.375","0.000419416","0.435433","0.000449066","3.88E-05","0.00051934","1.53E-05","0.302963","0.00176647","0.258405","0.0149408","1.05E-05","0.00193445"
"173.558","0.000417774","0.435659","0.000447676","3.87E-05","0.000517586","1.53E-05","0.302671","0.00176652","0.258476","0.0149413","1.05E-05","0.0019321"
"173.74","0.000416144","0.435885","0.000446294","3.86E-05","0.000515841","1.52E-05","0.30238","0.00176657","0.258546","0.0149418","1.05E-05","0.00192975"
"173.922","0.000414526","0.43611","0.00044492","3.84E-05","0.000514106","1.52E-05","0.30209","0.00176662","0.258616","0.0149424","1.05E-05","0.00192741"
"174.105","0.00041292","0.436335","0.000443553","3.83E-05","0.000512382","1.51E-05","0.301799","0.00176667","0.258686","0.0149429","1.05E-05","0.00192506"
"174.287","0.000411326","0.43656","0.000442194","3.82E-05","0.000510666","1.51E-05","0.301509","0.00176671","0.258756","0.0149434","1.05E-05","0.00192272"
"174.47","0.000409743","0.436785","0.000440842","3.81E-05","0.000508961","1.50E-05","0.301219","0.00176676","0.258826","0.0149439","1.05E-05","0.00192037"
"174.653","0.000408172","0.43701","0.000439498","3.80E-05","0.000507265","1.50E-05","0.300929","0.00176681","0.258896","0.0149444","1.05E-05","0.00191803"
"174.835","0.000406613","0.437235","0.000438161","3.78E-05","0.000505579","1.49E-05","0.300639","0.00176686","0.258966","0.014945","1.05E-05","0.00191569"
"175.017","0.000405065","0.437459","0.000436831","3.77E-05","0.000503902","1.49E-05","0.30035","0.0017669","0.259035","0.0149455","1.05E-05","0.00191335"
"175.2","0.000403528","0.437684","0.000435508","3.76E-05","0.000502235","1.48E-05","0.300061","0.00176695","0.259105","0.014946","1.05E-05","0.00191101"
"175.382","0.000402002","0.437908","0.000434193","3.75E-05","0.000500577","1.48E-05","0.299772","0.001767","0.259174","0.0149465","1.05E-05","0.00190867"
"175.565","0.000400488","0.438132","0.000432884","3.74E-05","0.000498928","1.47E-05","0.299483","0.00176704","0.259243","0.014947","1.05E-05","0.00190633"
"175.748","0.000398985","0.438356","0.000431583","3.72E-05","0.000497289","1.47E-05","0.299195","0.00176709","0.259312","0.0149475","1.05E-05","0.00190399"
"175.93","0.000397493","0.43858","0.000430289","3.71E-05","0.000495658","1.47E-05","0.298907","0.00176714","0.259381","0.014948","1.05E-05","0.00190165"
"176.112","0.000396011","0.438803","0.000429002","3.70E-05","0.000494037","1.46E-05","0.298619","0.00176718","0.25945","0.0149485","1.05E-05","0.00189931"
"176.295","0.000394541","0.439027","0.000427722","3.69E-05","0.000492425","1.46E-05","0.298331","0.00176723","0.259519","0.014949","1.05E-05","0.00189698"
"176.477","0.000393081","0.43925","0.000426449","3.68E-05","0.000490822","1.45E-05","0.298043","0.00176728","0.259587","0.0149495","1.05E-05","0.00189464"
"176.66","0.000391632","0.439473","0.000425182","3.67E-05","0.000489228","1.45E-05","0.297756","0.00176732","0.259656","0.01495","1.05E-05","0.00189231"
"176.843","0.000390194","0.439696","0.000423923","3.65E-05","0.000487643","1.44E-05","0.297469","0.00176737","0.259724","0.0149505","1.05E-05","0.00188997"
"177.025","0.000388766","0.439919","0.00042267","3.64E-05","0.000486066","1.44E-05","0.297183","0.00176741","0.259793","0.014951","1.05E-05","0.00188764"
"177.207","0.000387349","0.440142","0.000421425","3.63E-05","0.000484499","1.43E-05","0.296896","0.00176746","0.259861","0.0149515","1.05E-05","0.00188531"
"177.39","0.000385942","0.440364","0.000420185","3.62E-05","0.00048294","1.43E-05","0.29661","0.0017675","0.259929","0.014952","1.05E-05","0.00188298"
"177.572","0.000384546","0.440587","0.000418953","3.61E-05","0.00048139","1.42E-05","0.296324","0.00176755","0.259997","0.0149525","1.05E-05","0.00188064"
"177.755","0.000383159","0.440809","0.000417727","3.60E-05","0.000479848","1.42E-05","0.296038","0.00176759","0.260064","0.014953","1.05E-05","0.00187831"
"177.938","0.000381783","0.441031","0.000416508","3.59E-05","0.000478315","1.41E-05","0.295752","0.00176764","0.260132","0.0149535","1.05E-05","0.00187598"
"178.12","0.000380417","0.441253","0.000415295","3.58E-05","0.000476791","1.41E-05","0.295467","0.00176768","0.2602","0.014954","1.05E-05","0.00187365"
"178.303","0.000379061","0.441475","0.000414089","3.57E-05","0.000475275","1.41E-05","0.295182","0.00176773","0.260267","0.0149545","1.05E-05","0.00187133"
"178.485","0.000377714","0.441697","0.00041289","3.55E-05","0.000473767","1.40E-05","0.294897","0.00176777","0.260334","0.014955","1.05E-05","0.001869"
"178.667","0.000376378","0.441918","0.000411697","3.54E-05","0.000472268","1.40E-05","0.294613","0.00176782","0.260402","0.0149555","1.05E-05","0.00186667"
"178.85","0.000375051","0.44214","0.00041051","3.53E-05","0.000470777","1.39E-05","0.294328","0.00176786","0.260469","0.014956","1.05E-05","0.00186434"
"179.032","0.000373735","0.442361","0.000409329","3.52E-05","0.000469294","1.39E-05","0.294044","0.0017679","0.260536","0.0149564","1.05E-05","0.00186202"
"179.215","0.000372427","0.442582","0.000408155","3.51E-05","0.000467819","1.38E-05","0.29376","0.00176795","0.260602","0.0149569","1.05E-05","0.00185969"
"179.398","0.00037113","0.442803","0.000406988","3.50E-05","0.000466353","1.38E-05","0.293477","0.00176799","0.260669","0.0149574","1.05E-05","0.00185737"
"179.58","0.000369842","0.443024","0.000405826","3.49E-05","0.000464895","1.38E-05","0.293193","0.00176804","0.260736","0.0149579","1.05E-05","0.00185504"
"179.762","0.000368563","0.443244","0.000404671","3.48E-05","0.000463444","1.37E-05","0.29291","0.00176808","0.260802","0.0149584","1.05E-05","0.00185272"
"179.945","0.000367294","0.443465","0.000403522","3.47E-05","0.000462002","1.37E-05","0.292627","0.00176812","0.260869","0.0149588","1.05E-05","0.0018504"
"180.127","0.000366034","0.443685","0.000402379","3.46E-05","0.000460568","1.36E-05","0.292344","0.00176817","0.260935","0.0149593","1.05E-05","0.00184808"
"180.31","0.000364783","0.443906","0.000401242","3.45E-05","0.000459142","1.36E-05","0.292062","0.00176821","0.261001","0.0149598","1.05E-05","0.00184575"
"180.493","0.000363541","0.444126","0.000400112","3.44E-05","0.000457723","1.35E-05","0.29178","0.00176825","0.261067","0.0149602","1.05E-05","0.00184343"
"180.675","0.000362309","0.444346","0.000398987","3.43E-05","0.000456312","1.35E-05","0.291498","0.00176829","0.261133","0.0149607","1.05E-05","0.00184111"
"180.857","0.000361085","0.444566","0.000397868","3.42E-05","0.000454909","1.35E-05","0.291216","0.00176834","0.261198","0.0149612","1.05E-05","0.00183879"
"181.04","0.000359871","0.444785","0.000396756","3.41E-05","0.000453514","1.34E-05","0.290935","0.00176838","0.261264","0.0149617","1.05E-05","0.00183647"
"181.222","0.000358665","0.445005","0.000395649","3.40E-05","0.000452126","1.34E-05","0.290653","0.00176842","0.26133","0.0149621","1.05E-05","0.00183415"
"181.405","0.000357468","0.445224","0.000394548","3.39E-05","0.000450746","1.33E-05","0.290372","0.00176846","0.261395","0.0149626","1.05E-05","0.00183184"
"181.588","0.00035628","0.445444","0.000393453","3.38E-05","0.000449374","1.33E-05","0.290092","0.00176851","0.26146","0.0149631","1.05E-05","0.00182952"
"181.77","0.000355101","0.445663","0.000392364","3.37E-05","0.000448009","1.33E-05","0.289811","0.00176855","0.261525","0.0149635","1.05E-05","0.0018272"
"181.952","0.00035393","0.445882","0.000391281","3.36E-05","0.000446651","1.32E-05","0.289531","0.00176859","0.26159","0.014964","1.05E-05","0.00182488"
"182.135","0.000352768","0.4461","0.000390203","3.35E-05","0.000445301","1.32E-05","0.289251","0.00176863","0.261655","0.0149644","1.05E-05","0.00182257"
"182.317","0.000351615","0.446319","0.000389131","3.34E-05","0.000443958","1.31E-05","0.288971","0.00176867","0.26172","0.0149649","1.05E-05","0.00182025"
"182.5","0.000350469","0.446538","0.000388065","3.33E-05","0.000442623","1.31E-05","0.288691","0.00176871","0.261785","0.0149654","1.05E-05","0.00181794"
"182.682","0.000349333","0.446756","0.000387005","3.32E-05","0.000441295","1.31E-05","0.288412","0.00176876","0.261849","0.0149658","1.05E-05","0.00181562"
"182.865","0.000348204","0.446975","0.00038595","3.31E-05","0.000439974","1.30E-05","0.288133","0.0017688","0.261914","0.0149663","1.05E-05","0.00181331"
"183.047","0.000347084","0.447193","0.000384901","3.30E-05","0.00043866","1.30E-05","0.287854","0.00176884","0.261978","0.0149667","1.05E-05","0.00181099"
"183.23","0.000345972","0.447411","0.000383857","3.29E-05","0.000437354","1.30E-05","0.287575","0.00176888","0.262042","0.0149672","1.05E-05","0.00180868"
"183.412","0.000344868","0.447629","0.000382819","3.28E-05","0.000436054","1.29E-05","0.287297","0.00176892","0.262106","0.0149676","1.05E-05","0.00180637"
"183.595","0.000343772","0.447846","0.000381786","3.27E-05","0.000434762","1.29E-05","0.287019","0.00176896","0.26217","0.0149681","1.05E-05","0.00180406"
"183.777","0.000342685","0.448064","0.000380759","3.26E-05","0.000433477","1.28E-05","0.286741","0.001769","0.262234","0.0149685","1.05E-05","0.00180174"
"183.96","0.000341605","0.448281","0.000379738","3.26E-05","0.000432198","1.28E-05","0.286463","0.00176904","0.262298","0.014969","1.05E-05","0.00179943"
"184.142","0.000340533","0.448499","0.000378721","3.25E-05","0.000430927","1.28E-05","0.286186","0.00176908","0.262361","0.0149694","1.05E-05","0.00179712"
"184.325","0.000339469","0.448716","0.00037771","3.24E-05","0.000429663","1.27E-05","0.285909","0.00176912","0.262425","0.0149699","1.05E-05","0.00179481"
"184.507","0.000338413","0.448933","0.000376705","3.23E-05","0.000428405","1.27E-05","0.285632","0.00176916","0.262488","0.0149703","1.05E-05","0.0017925"
"184.69","0.000337364","0.44915","0.000375705","3.22E-05","0.000427154","1.27E-05","0.285355","0.0017692","0.262551","0.0149707","1.05E-05","0.00179019"
"184.872","0.000336323","0.449367","0.00037471","3.21E-05","0.00042591","1.26E-05","0.285079","0.00176924","0.262614","0.0149712","1.05E-05","0.00178788"
"185.055","0.00033529","0.449583","0.00037372","3.20E-05","0.000424673","1.26E-05","0.284802","0.00176928","0.262677","0.0149716","1.05E-05","0.00178557"
"185.237","0.000334265","0.4498","0.000372736","3.19E-05","0.000423442","1.25E-05","0.284526","0.00176932","0.26274","0.0149721","1.05E-05","0.00178327"
"185.42","0.000333247","0.450016","0.000371756","3.18E-05","0.000422218","1.25E-05","0.284251","0.00176936","0.262802","0.0149725","1.05E-05","0.00178096"
"185.602","0.000332236","0.450233","0.000370782","3.17E-05","0.000421001","1.25E-05","0.283975","0.0017694","0.262865","0.0149729","1.05E-05","0.00177865"
"185.785","0.000331233","0.450449","0.000369813","3.17E-05","0.00041979","1.24E-05","0.2837","0.00176944","0.262927","0.0149734","1.05E-05","0.00177634"
"185.967","0.000330237","0.450665","0.000368849","3.16E-05","0.000418586","1.24E-05","0.283425","0.00176948","0.26299","0.0149738","1.05E-05","0.00177404"
"186.15","0.000329248","0.45088","0.000367891","3.15E-05","0.000417388","1.24E-05","0.28315","0.00176952","0.263052","0.0149742","1.05E-05","0.00177173"
"186.332","0.000328267","0.451096","0.000366937","3.14E-05","0.000416197","1.23E-05","0.282875","0.00176956","0.263114","0.0149747","1.05E-05","0.00176942"
"186.515","0.000327292","0.451312","0.000365988","3.13E-05","0.000415012","1.23E-05","0.282601","0.0017696","0.263176","0.0149751","1.05E-05","0.00176712"
"186.697","0.000326325","0.451527","0.000365045","3.12E-05","0.000413834","1.23E-05","0.282327","0.00176964","0.263238","0.0149755","1.05E-05","0.00176481"
"186.88","0.000325365","0.451743","0.000364106","3.11E-05","0.000412661","1.22E-05","0.282053","0.00176968","0.263299","0.014976","1.05E-05","0.00176251"
"187.062","0.000324413","0.451958","0.000363172","3.11E-05","0.000411496","1.22E-05","0.28178","0.00176972","0.263361","0.0149764","1.05E-05","0.0017602"
"187.245","0.000323467","0.452173","0.000362243","3.10E-05","0.000410336","1.22E-05","0.281506","0.00176975","0.263422","0.0149768","1.05E-05","0.0017579"
"187.427","0.000322527","0.452388","0.000361319","3.09E-05","0.000409183","1.21E-05","0.281233","0.00176979","0.263484","0.0149772","1.05E-05","0.0017556"
"187.61","0.000321595","0.452603","0.0003604","3.08E-05","0.000408036","1.21E-05","0.28096","0.00176983","0.263545","0.0149777","1.05E-05","0.00175329"
"187.792","0.00032067","0.452817","0.000359486","3.07E-05","0.000406895","1.21E-05","0.280688","0.00176987","0.263606","0.0149781","1.05E-05","0.00175099"
"187.975","0.000319751","0.453032","0.000358576","3.06E-05","0.00040576","1.20E-05","0.280415","0.00176991","0.263667","0.0149785","1.05E-05","0.00174869"
"188.157","0.00031884","0.453246","0.000357672","3.06E-05","0.000404631","1.20E-05","0.280143","0.00176994","0.263727","0.0149789","1.05E-05","0.00174639"
"188.34","0.000317934","0.45346","0.000356772","3.05E-05","0.000403508","1.20E-05","0.279871","0.00176998","0.263788","0.0149793","1.05E-05","0.00174408"
"188.522","0.000317036","0.453675","0.000355876","3.04E-05","0.000402391","1.19E-05","0.2796","0.00177002","0.263849","0.0149798","1.05E-05","0.00174178"
"188.705","0.000316144","0.453889","0.000354986","3.03E-05","0.000401281","1.19E-05","0.279328","0.00177006","0.263909","0.0149802","1.05E-05","0.00173948"
"188.887","0.000315258","0.454102","0.0003541","3.02E-05","0.000400176","1.19E-05","0.279057","0.0017701","0.263969","0.0149806","1.05E-05","0.00173718"
"189.07","0.000314379","0.454316","0.000353219","3.02E-05","0.000399077","1.18E-05","0.278786","0.00177013","0.264029","0.014981","1.05E-05","0.00173488"
"189.252","0.000313507","0.45453","0.000352342","3.01E-05","0.000397984","1.18E-05","0.278515","0.00177017","0.26409","0.0149814","1.05E-05","0.00173258"
"189.435","0.000312641","0.454743","0.00035147","3.00E-05","0.000396897","1.18E-05","0.278245","0.00177021","0.264149","0.0149818","1.05E-05","0.00173028"
"189.617","0.000311781","0.454957","0.000350603","2.99E-05","0.000395815","1.17E-05","0.277975","0.00177025","0.264209","0.0149822","1.05E-05","0.00172798"
"189.8","0.000310928","0.45517","0.00034974","2.98E-05","0.00039474","1.17E-05","0.277705","0.00177028","0.264269","0.0149826","1.05E-05","0.00172568"
"189.982","0.00031008","0.455383","0.000348881","2.98E-05","0.00039367","1.17E-05","0.277435","0.00177032","0.264328","0.0149831","1.05E-05","0.00172338"
"190.165","0.000309239","0.455596","0.000348028","2.97E-05","0.000392606","1.16E-05","0.277165","0.00177036","0.264388","0.0149835","1.05E-05","0.00172109"
"190.347","0.000308404","0.455809","0.000347178","2.96E-05","0.000391547","1.16E-05","0.276896","0.00177039","0.264447","0.0149839","1.05E-05","0.00171879"
"190.53","0.000307576","0.456022","0.000346333","2.95E-05","0.000390495","1.16E-05","0.276627","0.00177043","0.264506","0.0149843","1.05E-05","0.00171649"
"190.712","0.000306753","0.456234","0.000345493","2.95E-05","0.000389447","1.16E-05","0.276358","0.00177047","0.264565","0.0149847","1.05E-05","0.00171419"
"190.895","0.000305936","0.456447","0.000344656","2.94E-05","0.000388406","1.15E-05","0.276089","0.0017705","0.264624","0.0149851","1.05E-05","0.00171189"
"191.077","0.000305125","0.456659","0.000343825","2.93E-05","0.00038737","1.15E-05","0.275821","0.00177054","0.264683","0.0149855","1.05E-05","0.0017096"
"191.26","0.000304321","0.456871","0.000342997","2.92E-05","0.000386339","1.15E-05","0.275553","0.00177058","0.264741","0.0149859","1.05E-05","0.0017073"
